,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
973,0 days 02:48:37.463000,RUS,63,,62.0,3.0,,,,,,,,,,,,,,MEDIUM,18.0,True,Mercedes,0 days 02:47:43.330000,,,,False,,True,False
974,0 days 01:04:39.144000,BOT,77,0 days 00:01:54.714000,1.0,1.0,,,,0 days 00:00:47.958000,0 days 00:00:29.043000,,0 days 01:04:10.163000,0 days 01:04:39.147000,282.0,259.0,237.0,237.0,False,HARD,1.0,True,Alfa Romeo,0 days 01:02:44.148000,2023-09-17 12:03:44.659,2,18.0,False,,False,False
975,0 days 01:06:21.326000,BOT,77,0 days 00:01:42.182000,2.0,1.0,,,0 days 00:00:29.788000,0 days 00:00:43.493000,0 days 00:00:28.901000,0 days 01:05:08.905000,0 days 01:05:52.398000,0 days 01:06:21.299000,288.0,258.0,240.0,278.0,True,HARD,2.0,True,Alfa Romeo,0 days 01:04:39.144000,2023-09-17 12:05:39.655,2,17.0,False,,False,True
976,0 days 01:08:04.362000,BOT,77,0 days 00:01:43.036000,3.0,1.0,,,0 days 00:00:30.254000,0 days 00:00:43.674000,0 days 00:00:29.108000,0 days 01:06:51.553000,0 days 01:07:35.227000,0 days 01:08:04.335000,287.0,257.0,238.0,277.0,False,HARD,3.0,True,Alfa Romeo,0 days 01:06:21.326000,2023-09-17 12:07:21.837,1,17.0,False,,False,True
977,0 days 01:09:46.128000,BOT,77,0 days 00:01:41.766000,4.0,1.0,,,0 days 00:00:29.856000,0 days 00:00:43.382000,0 days 00:00:28.528000,0 days 01:08:34.191000,0 days 01:09:17.573000,0 days 01:09:46.101000,285.0,255.0,240.0,275.0,True,HARD,4.0,True,Alfa Romeo,0 days 01:08:04.362000,2023-09-17 12:09:04.873,1,17.0,False,,False,True
978,0 days 01:11:27.885000,BOT,77,0 days 00:01:41.757000,5.0,1.0,,,0 days 00:00:29.824000,0 days 00:00:43.296000,0 days 00:00:28.637000,0 days 01:10:15.925000,0 days 01:10:59.221000,0 days 01:11:27.858000,284.0,255.0,238.0,,True,HARD,5.0,True,Alfa Romeo,0 days 01:09:46.128000,2023-09-17 12:10:46.639,1,17.0,False,,False,True
979,0 days 01:13:09.155000,BOT,77,0 days 00:01:41.270000,6.0,1.0,,,0 days 00:00:29.491000,0 days 00:00:43.291000,0 days 00:00:28.488000,0 days 01:11:57.349000,0 days 01:12:40.640000,0 days 01:13:09.128000,289.0,260.0,238.0,279.0,True,HARD,6.0,True,Alfa Romeo,0 days 01:11:27.885000,2023-09-17 12:12:28.396,1,17.0,False,,False,True
980,0 days 01:14:51.552000,BOT,77,0 days 00:01:42.397000,7.0,1.0,,,0 days 00:00:29.970000,0 days 00:00:43.671000,0 days 00:00:28.756000,0 days 01:13:39.098000,0 days 01:14:22.769000,0 days 01:14:51.525000,286.0,256.0,238.0,277.0,False,HARD,7.0,True,Alfa Romeo,0 days 01:13:09.155000,2023-09-17 12:14:09.666,1,17.0,False,,False,True
981,0 days 01:16:33.705000,BOT,77,0 days 00:01:42.153000,8.0,1.0,,,0 days 00:00:29.892000,0 days 00:00:43.685000,0 days 00:00:28.576000,0 days 01:15:21.417000,0 days 01:16:05.102000,0 days 01:16:33.678000,,256.0,240.0,,False,HARD,8.0,True,Alfa Romeo,0 days 01:14:51.552000,2023-09-17 12:15:52.063,1,17.0,False,,False,True
982,0 days 01:18:15.008000,BOT,77,0 days 00:01:41.303000,9.0,1.0,,,0 days 00:00:29.627000,0 days 00:00:43.201000,0 days 00:00:28.475000,0 days 01:17:03.305000,0 days 01:17:46.506000,0 days 01:18:14.981000,285.0,257.0,239.0,,False,HARD,9.0,True,Alfa Romeo,0 days 01:16:33.705000,2023-09-17 12:17:34.216,1,17.0,False,,False,True
